text,label,drug,text_clean
Voy inyectarme heroina y me quedare dormido boca arriba,POSITIVE,Heroína,voy inyectarme heroina y me quedare dormido boca arriba
esta para tomar una raya en esa raya?,POSITIVE,Cocaína,esta para tomar una raya en esa raya?
"Hoy necesito éxtasis, necesito estar ebria de locura, necesito reírme a carcajadas.",POSITIVE,Ecstasy,"hoy necesito éxtasis, necesito estar ebria de locura, necesito reírme a carcajadas."
Me la re subió que la gente me diga que estoy más flaco si supieran que es porque arranque a tomar merca,POSITIVE,Cocaína,me la re subió que la gente me diga que estoy más flaco si supieran que es porque arranque a tomar merca
Necesito éxtasis de felicidad.,NEGATIVE,Ecstasy,necesito éxtasis de felicidad.
me llego la tremenda necesidad de inyectarme heroina en forma de musica ... #chiaa,NEGATIVE,Heroína,me llego la tremenda necesidad de inyectarme heroina en forma de musica ... #chiaa
Cuando el man de la mesa del lado tose || Pero es porque se está fumando un porro.,NEGATIVE,Marihuana,cuando el man de la mesa del lado tose || pero es porque se está fumando un porro.
"Necesito éxtasis, y no hablo de la droga.",NEGATIVE,Ecstasy,"necesito éxtasis, y no hablo de la droga."
"Hoy me levante con ganas de tomar una línea, q horrible",POSITIVE,Cocaína,"hoy me levante con ganas de tomar una línea, q horrible"
"No les gusta terminar de comer y fumar un porro? O levantarse y fumar un porro? O antes de acostarse fumar un porro? O cuando salís de bañarte o cuando estás con tus amigos, o cuando cagas o cuando garchas
Toda la vida gira entorno al porro acaso?",POSITIVE,Marihuana,"no les gusta terminar de comer y fumar un porro? o levantarse y fumar un porro? o antes de acostarse fumar un porro? o cuando salís de bañarte o cuando estás con tus amigos, o cuando cagas o cuando garchas toda la vida gira entorno al porro acaso?"
invítenmen un porro u__u,POSITIVE,Marihuana,invítenmen un porro u__u
Está para tomar una línea y pasar la noche mirando el canal rural,POSITIVE,Cocaína,está para tomar una línea y pasar la noche mirando el canal rural
Venía re depre. Me fumé un porro y ahora estoy pasando por 3 estados y se los voy a mostrar con imágenes en perfecto orden,POSITIVE,Marihuana,venía re depre. me fumé un porro y ahora estoy pasando por 3 estados y se los voy a mostrar con imágenes en perfecto orden
Cuando encuentran un porro en Dunder Mifflin y Dwight se pone a investigar de uniforme es uno de mis momentos favoritos de The Office.,NEGATIVE,Marihuana,cuando encuentran un porro en dunder mifflin y dwight se pone a investigar de uniforme es uno de mis momentos favoritos de the office.
Me acabo de fumar un porro y nadie lo ha notado,POSITIVE,Marihuana,me acabo de fumar un porro y nadie lo ha notado
"¿Sabéis lo que harán los contrarios a la legalización de la Marihuana? Exacto, fumarse un porro.",NEGATIVE,Marihuana,"¿sabéis lo que harán los contrarios a la legalización de la marihuana? exacto, fumarse un porro."
Dios q sarna tik tok como pueden consumir eso prefiero inyectarme heroína en el ojo,NEGATIVE,Heroína,dios q sarna tik tok como pueden consumir eso prefiero inyectarme heroína en el ojo
"De #Purita no tiene nada, tiene una madre y abuela sin vacunar, y ella con 18 años se vacuno y yo me siento un #Porro hice una carrera en 6 años y esta chica estudio 2 carrera en harvard en 1 año",NEGATIVE,Marihuana,"de #purita no tiene nada, tiene una madre y abuela sin vacunar, y ella con 18 años se vacuno y yo me siento un #porro hice una carrera en 6 años y esta chica estudio 2 carrera en harvard en 1 año"
Si me acuesto tarde mis viejos flashean que me quedo despierta para inyectarme heroína tranquila,NEGATIVE,Heroína,si me acuesto tarde mis viejos flashean que me quedo despierta para inyectarme heroína tranquila
Cuando revisas tu mochila y encontras esto... tan tomada estoy que no recuerdo cuándo empecé a inyectarme heroína?,POSITIVE,Heroína,cuando revisas tu mochila y encontras esto... tan tomada estoy que no recuerdo cuándo empecé a inyectarme heroína?
"Cuando Messi empiece a tomar merca hablamos, pelotudos.",NEGATIVE,Cocaína,"cuando messi empiece a tomar merca hablamos, pelotudos."
#AntesDeMorirQuiero Inyectarme heroína,POSITIVE,Heroína,#antesdemorirquiero inyectarme heroína
mataría por un porro ahora,POSITIVE,Marihuana,mataría por un porro ahora
Estoy agotada porque me creo la tercera gemela de los de las reformas de Divinity y encima mi vecino está fumandose un porro gigante y nada tal que así estamos.,NEGATIVE,Marihuana,estoy agotada porque me creo la tercera gemela de los de las reformas de divinity y encima mi vecino está fumandose un porro gigante y nada tal que así estamos.
"Yoh vivía sonriendo, se quedaba horas colgado mirando el cielo y tenía los ojitos caídos porque se fumaba un porro en cada capítulo.",NEGATIVE,Marihuana,"yoh vivía sonriendo, se quedaba horas colgado mirando el cielo y tenía los ojitos caídos porque se fumaba un porro en cada capítulo."
necesito éxtasis,POSITIVE,Ecstasy,necesito éxtasis
"Aunque igual me gustaría inyectarme heroína, es como, mi fantasía sexual.",POSITIVE,Heroína,"aunque igual me gustaría inyectarme heroína, es como, mi fantasía sexual."
Había que tirarse al piso pa tomar una raya y así nació el worm dance,NEGATIVE,Cocaína,había que tirarse al piso pa tomar una raya y así nació el worm dance
Con el perdón de las damas. Hoy voy a tomar merca hasta por el culo,POSITIVE,Cocaína,con el perdón de las damas. hoy voy a tomar merca hasta por el culo
por un 2024 en el que dejen de tomar merca,NEGATIVE,Cocaína,por un 2024 en el que dejen de tomar merca
"Esto es muy importante.

No puedes tomar una línea de un decreto e interpretarla de forma diferente de forma arbitraria.",NEGATIVE,Cocaína,esto es muy importante. no puedes tomar una línea de un decreto e interpretarla de forma diferente de forma arbitraria.
ahora quieren normalizar tomar merca tambien,NEGATIVE,Cocaína,ahora quieren normalizar tomar merca tambien
aquí pueden verme en mi máxima expresión armando un porro rodeado de plantas de marihuana,POSITIVE,Marihuana,aquí pueden verme en mi máxima expresión armando un porro rodeado de plantas de marihuana
"El abogado se puede tomar una línea de merca si quiere, eso no afecta los sentidos del conductor del Vehículo que impactó sobre los Policías",NEGATIVE,Cocaína,"el abogado se puede tomar una línea de merca si quiere, eso no afecta los sentidos del conductor del vehículo que impactó sobre los policías"
"Soñé que me asaltaban nuevamente y para dejarme ir, me pedían inyectarme heroína 🤔.",NEGATIVE,Heroína,"soñé que me asaltaban nuevamente y para dejarme ir, me pedían inyectarme heroína :cara_pensativa: ."
"Ahhh hoy me preguntaron si mis ""Pinta balazo"" significa que me voy a tomar una línea 😂",NEGATIVE,Cocaína,"ahhh hoy me preguntaron si mis ""pinta balazo"" significa que me voy a tomar una línea :cara_llorando_de_risa:"
unas ganas de estar en La Plata fumandome un porro con mis amigos y viendo qué fiesta under hay este fin de semana o a cual cervecería caemos en happy hour,POSITIVE,Marihuana,unas ganas de estar en la plata fumandome un porro con mis amigos y viendo qué fiesta under hay este fin de semana o a cual cervecería caemos en happy hour
"Este señor empieza a asomar sus viles intenciones. No, no es chistoso. Y por cierto, para este tipo, dar un show mañanero donde denuesta, calumnia, divide, ataca y genera odio, es trabajar. Tenemos por presidente a un porro resentido que busca venganza.",NEGATIVE,Marihuana,"este señor empieza a asomar sus viles intenciones. no, no es chistoso. y por cierto, para este tipo, dar un show mañanero donde denuesta, calumnia, divide, ataca y genera odio, es trabajar. tenemos por presidente a un porro resentido que busca venganza."
"¿Cómo dicen que los grupos familiares no son entretenidos? La secuencia de lo ocurre con una imagen que envía una tía, lo que responde otra tía  y la forma en la que mi papá la manda a fumarse un porro y a que no haga comentarios xenófobos😂, no tiene precio.",NEGATIVE,Marihuana,"¿cómo dicen que los grupos familiares no son entretenidos? la secuencia de lo ocurre con una imagen que envía una tía, lo que responde otra tía y la forma en la que mi papá la manda a fumarse un porro y a que no haga comentarios xenófobos :cara_llorando_de_risa: , no tiene precio."
"Mientras todos estaís en casa, yo he esquivado a la policia y me he sentado a fumarme un porro mirando al mar. #QuedateEnCasa 

NO.",POSITIVE,Marihuana,"mientras todos estaís en casa, yo he esquivado a la policia y me he sentado a fumarme un porro mirando al mar. #quedateencasa no."
"Necesito éxtasis jiji es necesario para mí saltarme el aburrimiento, como en una mala canción adelantas a la mejor parte.",POSITIVE,Ecstasy,"necesito éxtasis jiji es necesario para mí saltarme el aburrimiento, como en una mala canción adelantas a la mejor parte."
Se va a tomar una linea!,NEGATIVE,Cocaína,se va a tomar una linea!
ya ni tomar merca en la mesada puedo,POSITIVE,Cocaína,ya ni tomar merca en la mesada puedo
Calamaro se queda con esa novia porque lo deja tomar merca.,NEGATIVE,Cocaína,calamaro se queda con esa novia porque lo deja tomar merca.
"El presidente López, nunca ocultó su odio y resentimiento al orden y las leyes de México , su comportamiento es el mismo, un porro incendiario y vengativo, malo y perverso, astuto para convencer a los pobres, necesitados e ignorantes y en ése paquete acomodó a los corruptos.",NEGATIVE,Marihuana,"el presidente lópez, nunca ocultó su odio y resentimiento al orden y las leyes de méxico , su comportamiento es el mismo, un porro incendiario y vengativo, malo y perverso, astuto para convencer a los pobres, necesitados e ignorantes y en ése paquete acomodó a los corruptos."
"Estoy fastidiado, he escuchado Pink Floyd toda la tarde, y la noche está tan aburrida que podría inyectarme heroína para poder sentir algo.",POSITIVE,Heroína,"estoy fastidiado, he escuchado pink floyd toda la tarde, y la noche está tan aburrida que podría inyectarme heroína para poder sentir algo."
"Alguien quiere venir a mi casa, fumar un porro y ver esta película...?",POSITIVE,Marihuana,"alguien quiere venir a mi casa, fumar un porro y ver esta película...?"
"No hay más, eres una usurpadora o usurpador, borrar un porro de una foto no la convierte en tuya. #SuplantaciónDeIdentidad @TwitterSeguro @TwitterEspana  https://",NEGATIVE,Marihuana,"no hay más, eres una usurpadora o usurpador, borrar un porro de una foto no la convierte en tuya. #suplantacióndeidentidad @twitterseguro @twitterespana"
"Sal afuera a vociferar eso! X) necesito ""Extasis"" pa' poder ver el Sol sin pestañeos! RTRTRT @MerCruz17: Ahora es q ta empesando  la noche!",POSITIVE,Ecstasy,"sal afuera a vociferar eso! x) necesito ""extasis"" pa' poder ver el sol sin pestañeos! rtrtrt @mercruz17: ahora es q ta empesando la noche!"
Que ganas de tomar una linea de merca apoyada en la chota parada de Messi,POSITIVE,Cocaína,que ganas de tomar una linea de merca apoyada en la chota parada de messi
Yo escuchando unos temitas después de haberme fumado un porro entero yo solo,POSITIVE,Marihuana,yo escuchando unos temitas después de haberme fumado un porro entero yo solo
Muero de ganas de tomar una linea,POSITIVE,Cocaína,muero de ganas de tomar una linea
"Ayer me fume un porro y me puse a freír mars. Como ya he dicho estaba fumado, improvisando y se me derretian en la mano. 

Look 3/10
Taste putacerda/10",POSITIVE,Marihuana,"ayer me fume un porro y me puse a freír mars. como ya he dicho estaba fumado, improvisando y se me derretian en la mano. look 3/10 taste putacerda/10"
"Entre que tengo el pelo corto, estoy despeinada y se me irritaron los ojos parezco que vengo de inyectarme heroína.",NEGATIVE,Heroína,"entre que tengo el pelo corto, estoy despeinada y se me irritaron los ojos parezco que vengo de inyectarme heroína."
hoy nos han preguntado unos chavales que si sabíamos de algún sitio donde hicieran cachimbas y luego ha venido otro pavo a pedirnos papel pa liarse un porro.... tú crees que esta chavala sacada de la casa de la padrera tiene pinta de fumar cachimba y porros amor💞💞???,NEGATIVE,Marihuana,hoy nos han preguntado unos chavales que si sabíamos de algún sitio donde hicieran cachimbas y luego ha venido otro pavo a pedirnos papel pa liarse un porro.... tú crees que esta chavala sacada de la casa de la padrera tiene pinta de fumar cachimba y porros amor :corazones_giratorios: :corazones_giratorios: ???
"Si Cerati en vez de tomar merca, fumaba faso, eso no le pasaba",NEGATIVE,Cocaína,"si cerati en vez de tomar merca, fumaba faso, eso no le pasaba"
Hay gente que no tiene verguenza de nada eh... Un cliente se me puso a tomar merca adelante mio,NEGATIVE,Cocaína,hay gente que no tiene verguenza de nada eh... un cliente se me puso a tomar merca adelante mio
Esto ya lo conte pero una chica una vez me dijo mirame la nena un segundo y paso a tomar merca a un baño,NEGATIVE,Cocaína,esto ya lo conte pero una chica una vez me dijo mirame la nena un segundo y paso a tomar merca a un baño
"Me fumé un porro y puse babasonicos, soy ella x la casa",POSITIVE,Marihuana,"me fumé un porro y puse babasonicos, soy ella x la casa"
Si hay algo que yo no podría hacer sería inyectarme heroina,NEGATIVE,Heroína,si hay algo que yo no podría hacer sería inyectarme heroina
