text,label,drug,text_clean
"¿Cómo dicen que los grupos familiares no son entretenidos? La secuencia de lo ocurre con una imagen que envía una tía, lo que responde otra tía  y la forma en la que mi papá la manda a fumarse un porro y a que no haga comentarios xenófobos😂, no tiene precio.",NEGATIVE,Marihuana,"¿cómo dicen que los grupos familiares no son entretenidos? la secuencia de lo ocurre con una imagen que envía una tía, lo que responde otra tía y la forma en la que mi papá la manda a fumarse un porro y a que no haga comentarios xenófobos :cara_llorando_de_risa: , no tiene precio."
que ganas de un porro loko,POSITIVE,Marihuana,que ganas de un porro loko
"que ganas de tomarme una línea. La del 59, que me lleva a mi casa.",NEGATIVE,Cocaína,"que ganas de tomarme una línea. la del 59, que me lleva a mi casa."
"Tengo miedo a no sobrevivir esta noche, mezcla de angustia con ganas de tomar merca.",POSITIVE,Cocaína,"tengo miedo a no sobrevivir esta noche, mezcla de angustia con ganas de tomar merca."
Le ves la cara a [PERSONA] y sentís que siempre se puede tomar una raya más.,NEGATIVE,Cocaína,le ves la cara a [PERSONA] y sentís que siempre se puede tomar una raya más.
"Grandes esperanzas a medida que Macedonia del Norte apunta al potencial del cannabis. Después de recibir una sentencia suspendida por posesión de cannabis el año pasado, [PERSONA] salió del juzgado y encendió un porro mientras las cámaras rodaban. https://",NEGATIVE,Marihuana,"grandes esperanzas a medida que macedonia del norte apunta al potencial del cannabis. después de recibir una sentencia suspendida por posesión de cannabis el año pasado, [PERSONA] salió del juzgado y encendió un porro mientras las cámaras rodaban."
"Estoy fastidiado, he escuchado Pink Floyd toda la tarde, y la noche está tan aburrida que podría inyectarme heroína para poder sentir algo.",POSITIVE,Heroína,"estoy fastidiado, he escuchado pink floyd toda la tarde, y la noche está tan aburrida que podría inyectarme heroína para poder sentir algo."
me he comido 3 pizzas hoy y ahora me voy a fumar un porro,POSITIVE,Marihuana,me he comido 3 pizzas hoy y ahora me voy a fumar un porro
"No hay más, eres una usurpadora o usurpador, borrar un porro de una foto no la convierte en tuya. Suplantación de identidad    https://",NEGATIVE,Marihuana,"no hay más, eres una usurpadora o usurpador, borrar un porro de una foto no la convierte en tuya. suplantación de identidad"
necesito éxtasis,POSITIVE,Ecstasy,necesito éxtasis
Me quiero tomar una línea con [PERSONA],POSITIVE,Cocaína,me quiero tomar una línea con [PERSONA]
Yo escuchando unos temitas después de haberme fumado un porro entero yo solo,POSITIVE,Marihuana,yo escuchando unos temitas después de haberme fumado un porro entero yo solo
Hoy tendría que tomar una línea para hacer todo lo que tengo que hacer 😩,POSITIVE,Cocaína,hoy tendría que tomar una línea para hacer todo lo que tengo que hacer :cara_agotada:
"Y para terminar el domingo, a echarse en el sillón, con un porro y una buena playlist.",POSITIVE,Marihuana,"y para terminar el domingo, a echarse en el sillón, con un porro y una buena playlist."
"Entre que tengo el pelo corto, estoy despeinada y se me irritaron los ojos parezco que vengo de inyectarme heroína.",NEGATIVE,Heroína,"entre que tengo el pelo corto, estoy despeinada y se me irritaron los ojos parezco que vengo de inyectarme heroína."
"🇺🇸 | ESTADOS UNIDOS 

El estado de Washington aprueba la solicitud de los minoristas de cannabis para dar un ‘porro gratis’ a quienes se vacunen contra el COVID-19 💉Están que se salen los americanos..regalan hamburguesas, patatas, sorteos y entradas para grandes eventos. 😂😂😂",NEGATIVE,Marihuana,":bandera_estados_unidos: | estados unidos el estado de washington aprueba la solicitud de los minoristas de cannabis para dar un ‘porro gratis’ a quienes se vacunen contra el covid-19 :jeringuilla: están que se salen los americanos..regalan hamburguesas, patatas, sorteos y entradas para grandes eventos. :cara_llorando_de_risa: :cara_llorando_de_risa: :cara_llorando_de_risa:"
"Se llama perspectiva y puntos de fuga. No se trata de tomar una linea recta y arrastrarla a cualquier lugar de la cancha, no funciona asi",NEGATIVE,Cocaína,"se llama perspectiva y puntos de fuga. no se trata de tomar una linea recta y arrastrarla a cualquier lugar de la cancha, no funciona asi"
"Creo que nadie nunca dijo  ""yo voy a tomar merca de grande""",NEGATIVE,Cocaína,"creo que nadie nunca dijo ""yo voy a tomar merca de grande"""
Eso pasa cuando le dejan tomar merca al cantante antes que suba al escenario,NEGATIVE,Cocaína,eso pasa cuando le dejan tomar merca al cantante antes que suba al escenario
"Me fumé un porro y puse babasonicos, soy ella por la casa",POSITIVE,Marihuana,"me fumé un porro y puse babasonicos, soy ella por la casa"
Si hay algo que yo no podría hacer sería inyectarme heroina,NEGATIVE,Heroína,si hay algo que yo no podría hacer sería inyectarme heroina
Que ganas de inyectarme heroina y morirme de sobredosis,POSITIVE,Heroína,que ganas de inyectarme heroina y morirme de sobredosis
[PERSONA] armó y prendió un “porro” en medio de una entrevista  https://,NEGATIVE,Marihuana,[PERSONA] armó y prendió un “porro” en medio de una entrevista
Necesito éxtasis mental.,NEGATIVE,Ecstasy,necesito éxtasis mental.
Ayer diciendo que “que bueno que nos ha ido bien en el viaje”; hoy a punto de perder el vuelo por tomar una línea del tren que no era 😑,NEGATIVE,Cocaína,ayer diciendo que “que bueno que nos ha ido bien en el viaje”; hoy a punto de perder el vuelo por tomar una línea del tren que no era :cara_sin_expresión:
Me pregunto sí mi papá sabe que eso es un porro y no un cigarro...🤔,NEGATIVE,Marihuana,me pregunto sí mi papá sabe que eso es un porro y no un cigarro... :cara_pensativa:
"Necesito inyectarme heroina ya, o no voy a poder seguir trabajando.",POSITIVE,Heroína,"necesito inyectarme heroina ya, o no voy a poder seguir trabajando."
todas pensando que tenía un cuadernito y crayones para pintar y el flaco se está armando un porro JAJAJAJAJAJ,NEGATIVE,Marihuana,todas pensando que tenía un cuadernito y crayones para pintar y el flaco se está armando un porro jajajajajaj
Unas ganas de tomar merca,POSITIVE,Cocaína,unas ganas de tomar merca
esta como para tomar una linea y no presentarse a trabajar,POSITIVE,Cocaína,esta como para tomar una linea y no presentarse a trabajar
por un 2024 en el que dejen de tomar merca,NEGATIVE,Cocaína,por un 2024 en el que dejen de tomar merca
quiero un porro,POSITIVE,Marihuana,quiero un porro
¿Es muy temprano para inyectarme heroína por cuarta vez esta mañana?,POSITIVE,Heroína,¿es muy temprano para inyectarme heroína por cuarta vez esta mañana?
"Me quise hacer la ""independiente"" y le dije a mi papá que me volvia en colectivo segun yo tengo que tomar una linea que va hasta el centro y de ahi me tengo que tomar otro hasta mi casa... espero llegar a mi viva",NEGATIVE,Cocaína,"me quise hacer la ""independiente"" y le dije a mi papá que me volvia en colectivo segun yo tengo que tomar una linea que va hasta el centro y de ahi me tengo que tomar otro hasta mi casa... espero llegar a mi viva"
"Dos por la calle.
Una con guantes y mascarilla.
La otra a pelo fumando un porro, que pasa a la primera.
Esta se quita la mascarilla como [PERSONA] y fuma a pleno pulmón.",NEGATIVE,Marihuana,"dos por la calle. una con guantes y mascarilla. la otra a pelo fumando un porro, que pasa a la primera. esta se quita la mascarilla como [PERSONA] y fuma a pleno pulmón."
"Ahhh hoy me preguntaron si mis ""Pinta balazo"" significa que me voy a tomar una línea 😂",NEGATIVE,Cocaína,"ahhh hoy me preguntaron si mis ""pinta balazo"" significa que me voy a tomar una línea :cara_llorando_de_risa:"
Esta para tomar una linea,POSITIVE,Cocaína,esta para tomar una linea
de hecho hasta mi vieja sabe qe siempre he qerido inyectarme heroina,POSITIVE,Heroína,de hecho hasta mi vieja sabe qe siempre he qerido inyectarme heroina
Necesito que me apapachen y un porro,POSITIVE,Marihuana,necesito que me apapachen y un porro
"Cada vez más países, como Argentina, legalizan el consumo de cannabis para uso medicinal. Si la policía sorprende a alguien fumando un porro, ¿puede alegar que está investigando una nueva vía clínica experimental contra el coronavirus?",NEGATIVE,Marihuana,"cada vez más países, como argentina, legalizan el consumo de cannabis para uso medicinal. si la policía sorprende a alguien fumando un porro, ¿puede alegar que está investigando una nueva vía clínica experimental contra el coronavirus?"
Bueno me voy a tomar una linea como para estar bien a la noche JAJAJAJAJA,POSITIVE,Cocaína,bueno me voy a tomar una linea como para estar bien a la noche [IRONIA]
Que ganas de inyectarme heroina,POSITIVE,Heroína,que ganas de inyectarme heroina
Dormí una hora y pico de siesta y siento que dormí dos días seguidos ahora solo necesito tomarme una línea de keta,POSITIVE,Cocaína,dormí una hora y pico de siesta y siento que dormí dos días seguidos ahora solo necesito tomarme una línea de keta
"*este se debe tomar una linea antes de ir, esta re pila* mi mamá jajajaja",NEGATIVE,Cocaína,"*este se debe tomar una linea antes de ir, esta re pila* mi mamá [IRONIA]"
Me llega a tomar una línea de tiempo y se la tiro por la cabeza,NEGATIVE,Cocaína,me llega a tomar una línea de tiempo y se la tiro por la cabeza
"Hay muchísima gente que fue al recital del [PERSONA] solo para tomar merca en exceso o consumir otros estupefacientes, no les gusta el [PERSONA]",NEGATIVE,Cocaína,"hay muchísima gente que fue al recital del [PERSONA] solo para tomar merca en exceso o consumir otros estupefacientes, no les gusta el [PERSONA]"
la cantidad de sueños que tuve anoche pasé de que me caigan arañas en la cara a que me dieran un porro con cocaína,NEGATIVE,Marihuana,la cantidad de sueños que tuve anoche pasé de que me caigan arañas en la cara a que me dieran un porro con cocaína
He soñado que Rayman venía a mi casa y se fumaba un porro en mi salón abro hilo,NEGATIVE,Marihuana,he soñado que rayman venía a mi casa y se fumaba un porro en mi salón abro hilo
"La gente es profundamente [DISCRIMINACION]. 

Comparar el horóscopo con el cristianismo...

En fin, que se puede esperar de un chaval que para estudiar tiene que fumarse un porro.",NEGATIVE,Marihuana,"la gente es profundamente [DISCRIMINACION]. comparar el horóscopo con el cristianismo... en fin, que se puede esperar de un chaval que para estudiar tiene que fumarse un porro."
Te querés tomar una línea?,POSITIVE,Cocaína,te querés tomar una línea?
“: No sé si enamorarme o inyectarme heroína. La idea es hacer la mayor estupidez  posible.” ✋Chocalas,NEGATIVE,Heroína,“: no sé si enamorarme o inyectarme heroína. la idea es hacer la mayor estupidez posible.” :mano_levantada: chocalas
La delgada línea entre inyectarme heroína o la eutanasia.,POSITIVE,Heroína,la delgada línea entre inyectarme heroína o la eutanasia.
Literal hoy tuve que tomar una línea de falopa para no dormirme en la clase por pasar de largo,POSITIVE,Cocaína,literal hoy tuve que tomar una línea de falopa para no dormirme en la clase por pasar de largo
la mamá de mi mejor amiga sacó UN FRASCO DE FLORES y ahora estamos fumando un porro con ella,POSITIVE,Marihuana,la mamá de mi mejor amiga sacó un frasco de flores y ahora estamos fumando un porro con ella
Central me da ganas de inyectarme heroína y escuchar el tema todo el viaje,NEGATIVE,Heroína,central me da ganas de inyectarme heroína y escuchar el tema todo el viaje
Paró un tachero con la luz del auto prendida en el semáforo y pensé que Se iba a tomar una línea jajajaja que mal pensada,NEGATIVE,Cocaína,paró un tachero con la luz del auto prendida en el semáforo y pensé que se iba a tomar una línea [IRONIA] que mal pensada
Hora de inyectarme heroina ... No tengo jeringa shit :s,POSITIVE,Heroína,hora de inyectarme heroina ... no tengo jeringa shit :s
Me puedo tomar una raya también?,POSITIVE,Cocaína,me puedo tomar una raya también?
"Tuve un sueño rarísimo,estaba en la  entrada de un boliche, era un juego que tenía que encontrar la salida del boliche. Entraba y me tenía que tomar una línea de merca,más adelante LSD y cada tanto alcohol. Era muy psicodélico ambientado,encontré la salida y no sabía donde estaba",NEGATIVE,Cocaína,"tuve un sueño rarísimo,estaba en la entrada de un boliche, era un juego que tenía que encontrar la salida del boliche. entraba y me tenía que tomar una línea de merca,más adelante lsd y cada tanto alcohol. era muy psicodélico ambientado,encontré la salida y no sabía donde estaba"
¿Para que necesito éxtasis si tengo música?,NEGATIVE,Ecstasy,¿para que necesito éxtasis si tengo música?
"Como en toda compañia, las entradas de caja no son uniformes. Dependiendo la situación tu puedes tomar una línea de credito",NEGATIVE,Cocaína,"como en toda compañia, las entradas de caja no son uniformes. dependiendo la situación tu puedes tomar una línea de credito"
"Dicen que en esta foto pareciera que me estoy haciendo un porro, NO [GROSERIA], estoy sosteniendo una pinché figurita háganle zoom [INSULTO]",NEGATIVE,Marihuana,"dicen que en esta foto pareciera que me estoy haciendo un porro, no [GROSERIA], estoy sosteniendo una pinché figurita háganle zoom [INSULTO]"
"talvez me corren de mi casa, me vuelvo drogadicto, termino trabajando en la merced acarreando cajas de naranjas, asaltando para mi vicio, lleno de cicatrices por inyectarme heroina, vagando en las calles, viviendo debajo del puente de culhuacán, todo porque saqué 8.99 en la prepa",NEGATIVE,Heroína,"talvez me corren de mi casa, me vuelvo drogadicto, termino trabajando en la merced acarreando cajas de naranjas, asaltando para mi vicio, lleno de cicatrices por inyectarme heroina, vagando en las calles, viviendo debajo del puente de culhuacán, todo porque saqué 8.99 en la prepa"
